,match_id,start_time,radiant_team_id,dire_team_id,radiant_team_accs,radiant_team_name,dire_team_accs,dire_team_name,series_name
0,7555867788,1706300052,9316054,9316320,"188263974, 315792033, 73573464, 23765698, 127733940",hfbvm,"146542636, 256487232, 95578104, 179070642, 72407726",Reddydas,"Reddydas, hfbvm"
1,7555786428,1706296299,9316320,9316054,"146542636, 256487232, 95578104, 179070642, 72407726",Reddydas,"73573464, 315792033, 23765698, 127733940, 188263974",hfbvm,"Reddydas, hfbvm"
2,7553018699,1706128543,9323481,9316370,"198261415, 83500633, 256478532, 160115611, 63351306",Blackjack,"859609158, 105128443, 1267952469, 1224117898, 433060499",Quickshot,"Blackjack, Quickshot"
3,7552998378,1706127347,9316096,9316364,"103714540, 48903560, 167367697, 886829064, 50964",Dandi,"89873399, 1549023925, 467852245, 47768835, 104880759",hungrybrowny,"Dandi, hungrybrowny"
4,7552988340,1706126781,9316341,9322736,"93836332, 151702626, 377737761, 357546052, 235385167",G0nd4r,"84712191, 83914882, 174339440, 121312218, 109525057",Regurgitard,"G0nd4r, Regurgitard"
5,7552985442,1706126613,9316315,9162944,"38353814, 364675035, 12293789, 133442785, 136868226",chutoy,"1017209, 1466991723, 96881095, 338052760, 130098742",Fumblegod,"Fumblegod, chutoy"
6,7552975006,1706126125,9316362,9316367,"412606314, 287978960, 199498251, 86908614, 189155334",Cvaekt,"112230046, 54470156, 167275877, 45706815, 125847008",Rinku,"Cvaekt, Rinku"
7,7552949458,1706124742,9323481,9316370,"198261415, 160115611, 256478532, 83500633, 63351306",Blackjack,"859609158, 105128443, 1224117898, 1267952469, 433060499",Quickshot,"Blackjack, Quickshot"
8,7552927082,1706123600,9322736,9316341,"84712191, 83914882, 174339440, 109525057, 121312218",Regurgitard,"93836332, 377737761, 151702626, 357546052, 235385167",G0nd4r,"G0nd4r, Regurgitard"
9,7552920415,1706123284,9316367,9316362,"112230046, 54470156, 45706815, 167275877, 125847008",Rinku,"189155334, 287978960, 199498251, 86908614, 412606314",Cvaekt,"Cvaekt, Rinku"
10,7552919795,1706123381,9316096,9316364,"103714540, 48903560, 167367697, 886829064, 50964",Dandi,"89873399, 467852245, 1549023925, 47768835, 104880759",hungrybrowny,"Dandi, hungrybrowny"
11,7552910262,1706122805,9162944,9316315,"1017209, 1466991723, 96881095, 130098742, 338052760",Fumblegod,"38353814, 133442785, 364675035, 12293789, 136868226",chutoy,"Fumblegod, chutoy"
12,7542300360,1705524415,9316341,9316370,"93836332, 235385167, 377737761, 151702626, 357546052",G0nd4r,"105128443, 1224117898, 1267952469, 433060499, 437698078",Quickshot,"G0nd4r, Quickshot"
13,7542262976,1705522243,9316054,9316315,"188263974, 73573464, 78839243, 127733940, 72293902",hfbvm,"38353814, 133442785, 136868226, 364675035, 12293789",chutoy,"chutoy, hfbvm"
14,7542261893,1705522419,9316362,9162944,"287978960, 412606314, 86908614, 187136440, 199498251",Cvaekt,"1017209, 1466991723, 96881095, 338052760, 130098742",Fumblegod,"Cvaekt, Fumblegod"
15,7542253851,1705521792,9316096,9316303,"103714540, 886829064, 167367697, 48903560, 50964",Dandi,"121312218, 83914882, 174339440, 78114459, 84712191",Regurgitard,"Dandi, Regurgitard"
16,7542251357,1705521673,9316364,7543211,"89873399, 467852245, 47768835, 1549023925, 104880759",hungrybrowny,"256478532, 83500633, 160115611, 198261415, 63351306",Blackjack,"Blackjack, hungrybrowny"
17,7542249203,1705521519,9316320,9316367,"146542636, 256487232, 95578104, 179070642, 72407726",Reddydas,"125847008, 112230046, 167275877, 45706815, 115793968",Rinku,"Reddydas, Rinku"
18,7542211100,1705519653,9316370,9316341,"105128443, 437698078, 1224117898, 1267952469, 433060499",Quickshot,"93836332, 235385167, 151702626, 357546052, 377737761",G0nd4r,"G0nd4r, Quickshot"
19,7542198867,1705519017,9316096,9316303,"103714540, 48903560, 167367697, 886829064, 50964",Dandi,"109525057, 174339440, 84712191, 121312218, 83914882",Regurgitard,"Dandi, Regurgitard"
20,7542187488,1705518480,9316320,9316367,"146542636, 256487232, 95578104, 179070642, 72407726",Reddydas,"125847008, 45706815, 112230046, 167275877, 115793968",Rinku,"Reddydas, Rinku"
21,7542183271,1705518348,9316364,7543211,"89873399, 47768835, 1549023925, 467852245, 104880759",hungrybrowny,"63351306, 160115611, 256478532, 198261415, 83500633",Blackjack,"Blackjack, hungrybrowny"
22,7542182670,1705518229,9316315,9316054,"38353814, 133442785, 12293789, 364675035, 136868226",chutoy,"188263974, 73573464, 78839243, 127733940, 72293902",hfbvm,"chutoy, hfbvm"
23,7542180925,1705518116,9162944,9316362,"1017209, 130098742, 96881095, 338052760, 1466991723",Fumblegod,"287978960, 199498251, 412606314, 86908614, 187136440",Cvaekt,"Cvaekt, Fumblegod"
