,match_id,start_time,radiant_team_id,dire_team_id,radiant_team_accs,radiant_team_name,dire_team_accs,dire_team_name,series_name
0,7542300360,1705524415,9316341,9316370,"93836332, 235385167, 377737761, 151702626, 357546052",G0nd4r,"105128443, 1224117898, 1267952469, 433060499, 437698078",Quickshot,"G0nd4r, Quickshot"
1,7542262976,1705522243,9316054,9316315,"188263974, 73573464, 78839243, 127733940, 72293902",hfbvm,"38353814, 133442785, 136868226, 364675035, 12293789",chutoy,"chutoy, hfbvm"
2,7542261893,1705522419,9316362,9162944,"287978960, 412606314, 86908614, 187136440, 199498251",Cvaekt,"1017209, 1466991723, 96881095, 338052760, 130098742",Fumblegod,"Cvaekt, Fumblegod"
3,7542253851,1705521792,9316096,9316303,"103714540, 886829064, 167367697, 48903560, 50964",Dandi,"121312218, 83914882, 174339440, 78114459, 84712191",Regurgitard,"Dandi, Regurgitard"
4,7542251357,1705521673,9316364,7543211,"89873399, 467852245, 47768835, 1549023925, 104880759",hungrybrowny,"256478532, 83500633, 160115611, 198261415, 63351306",Blackjack,"Blackjack, hungrybrowny"
5,7542249203,1705521519,9316320,9316367,"146542636, 256487232, 95578104, 179070642, 72407726",Reddydas,"125847008, 112230046, 167275877, 45706815, 115793968",Rinku,"Reddydas, Rinku"
6,7542211100,1705519653,9316370,9316341,"105128443, 437698078, 1224117898, 1267952469, 433060499",Quickshot,"93836332, 235385167, 151702626, 357546052, 377737761",G0nd4r,"G0nd4r, Quickshot"
7,7542198867,1705519017,9316096,9316303,"103714540, 48903560, 167367697, 886829064, 50964",Dandi,"109525057, 174339440, 84712191, 121312218, 83914882",Regurgitard,"Dandi, Regurgitard"
8,7542187488,1705518480,9316320,9316367,"146542636, 256487232, 95578104, 179070642, 72407726",Reddydas,"125847008, 45706815, 112230046, 167275877, 115793968",Rinku,"Reddydas, Rinku"
9,7542183271,1705518348,9316364,7543211,"89873399, 47768835, 1549023925, 467852245, 104880759",hungrybrowny,"63351306, 160115611, 256478532, 198261415, 83500633",Blackjack,"Blackjack, hungrybrowny"
10,7542182670,1705518229,9316315,9316054,"38353814, 133442785, 12293789, 364675035, 136868226",chutoy,"188263974, 73573464, 78839243, 127733940, 72293902",hfbvm,"chutoy, hfbvm"
11,7542180925,1705518116,9162944,9316362,"1017209, 130098742, 96881095, 338052760, 1466991723",Fumblegod,"287978960, 199498251, 412606314, 86908614, 187136440",Cvaekt,"Cvaekt, Fumblegod"
