,match_id,start_time,radiant_team_id,dire_team_id,radiant_team_accs,radiant_team_name,dire_team_accs,dire_team_name,series_name
0,8743904823,1774473533,10054828,10027201,"79595398, 302475730, 116643277, 53555116, 127527866",Jones,"366643158, 78839243, 89873399, 446223551, 1900544962",Potentiallyyouruncle,"Jones, Potentiallyyouruncle"
1,8743867888,1774471058,10047929,10060932,"23765698, 130488545, 350889953, 422283824, 130098742",bernard humperdink,"71551920, 135124996, 48903560, 133674320, 99374795",LegAlex,"LegAlex, bernard humperdink"
2,8743855983,1774470316,10048438,10054819,"46739074, 149253098, 15799146, 30428142, 433060499",Catnip,"323492015, 61293187, 189523689, 126826639, 102284551",Cat,"Cat, Catnip"
3,8743848055,1774469865,10054816,10054784,"862389895, 287978960, 348675639, 125847008, 50964",rinkusaur,"417265967, 106411799, 94051629, 233614633, 171209085",zRomep,"rinkusaur, zRomep"
4,8743842037,1774469536,10054828,10027201,"79595398, 116643277, 53555116, 302475730, 127527866",Jones,"366643158, 78839243, 1900544962, 446223551, 89873399",Potentiallyyouruncle,"Jones, Potentiallyyouruncle"
5,8743806338,1774467484,10054784,10054816,"94051629, 417265967, 106411799, 171209085, 233614633",zRomep,"125847008, 287978960, 862389895, 50964, 348675639",rinkusaur,"rinkusaur, zRomep"
6,8743802862,1774467358,10054784,10054816,"417265967, 106411799, 171209085, 233614633, 94051629",zRomep,"862389895, 287978960, 125847008, 50964, 348675639",rinkusaur,"rinkusaur, zRomep"
7,8743771341,1774465740,10048438,10054819,"46739074, 149253098, 15799146, 30428142, 433060499",Catnip,"323492015, 61293187, 126826639, 189523689, 102284551",Cat,"Cat, Catnip"
8,8743770082,1774465896,10027201,10054828,"1900544962, 78839243, 89873399, 446223551, 366643158",Potentiallyyouruncle,"79595398, 116643277, 302475730, 53555116, 127527866",Jones,"Jones, Potentiallyyouruncle"
9,8743767627,1774465512,10047929,10060932,"23765698, 130488545, 130098742, 422283824, 350889953",bernard humperdink,"48903560, 135124996, 71551920, 133674320, 99374795",LegAlex,"LegAlex, bernard humperdink"
10,8734523579,1773865111,10054828,10060932,"79595398, 53555116, 302475730, 127527866, 116643277",Jones,"71551920, 135124996, 48903560, 133674320, 58725449",LegAlex,"Jones, LegAlex"
11,8734521556,1773865025,10048438,10047929,"46739074, 149253098, 30428142, 15799146, 433060499",Catnip,"23765698, 422283824, 130098742, 350889953, 338052760",bernard humperdink,"Catnip, bernard humperdink"
12,8734501893,1773863808,10054816,10027201,"376256780, 287978960, 862389895, 348675639, 50964",rinkusaur,"1900544962, 366643158, 78839243, 446223551, 89873399",Potentiallyyouruncle,"Potentiallyyouruncle, rinkusaur"
13,8734452932,1773861017,10047929,10048438,"23765698, 338052760, 130098742, 422283824, 350889953",bernard humperdink,"46739074, 30428142, 15799146, 149253098, 433060499",Catnip,"Catnip, bernard humperdink"
14,8734449614,1773860829,10060932,10054828,"48903560, 135124996, 71551920, 133674320, 58725449",LegAlex,"79595398, 53555116, 116643277, 302475730, 127527866",Jones,"Jones, LegAlex"
15,8734446672,1773860660,10027201,10054816,"1900544962, 78839243, 446223551, 89873399, 143642783",Potentiallyyouruncle,"348675639, 376256780, 287978960, 862389895, 50964",rinkusaur,"Potentiallyyouruncle, rinkusaur"
