,match_id,start_time,radiant_team_id,dire_team_id,radiant_team_accs,radiant_team_name,dire_team_accs,dire_team_name,series_name
0,7886071775,1723059686,9499044,9499058,"130098742, 82004048, 433060499, 1027977833, 63351306",The Queen,"52672020, 93755522, 169606098, 110747155, 125847008",Saiprien,"Saiprien, The Queen"
1,7886071048,1723059678,9498977,9322759,"95578104, 47771811, 72546781, 161284532, 103457852",G14,"73573464, 112374134, 48903560, 121439102, 146542636",hfbvm,"G14, hfbvm"
2,7886055992,1723059004,9499056,9499057,"56404086, 30428142, 89873399, 349518239, 345032134",Kakashi,"16570127, 95617179, 79490121, 104880759, 184601350",Kimaliki,"Kakashi, Kimaliki"
3,7886042695,1723058362,9498921,9499060,"160138578, 207300381, 243172458, 317992803, 366643158",Alek,"40096638, 287978960, 188263974, 350169818, 132180151",GladeFrede,"Alek, GladeFrede"
4,7886023203,1723057567,9498806,9499063,"179070642, 46905237, 256487232, 23765698, 84712191",Xiniu,"1102469941, 80749349, 143214129, 86719611, 80985743",Bot Linda,"Bot Linda, Xiniu"
5,7885946944,1723054281,9322759,9498977,"73573464, 146542636, 48903560, 121439102, 112374134",hfbvm,"95578104, 72546781, 103457852, 47771811, 161284532",G14,"G14, hfbvm"
6,7885939461,1723054030,9499060,9498921,"40096638, 188263974, 350169818, 287978960, 132180151",GladeFrede,"207300381, 366643158, 317992803, 160138578, 243172458",Alek,"Alek, GladeFrede"
7,7885937530,1723053886,9499044,9499058,"130098742, 1027977833, 433060499, 82004048, 63351306",The Queen,"110747155, 93755522, 52672020, 169606098, 125847008",Saiprien,"Saiprien, The Queen"
8,7885937436,1723053933,9499056,9499057,"30428142, 349518239, 56404086, 89873399, 345032134",Kakashi,"104880759, 16570127, 95617179, 184601350, 79490121",Kimaliki,"Kakashi, Kimaliki"
9,7885936512,1723053842,9498806,9499063,"179070642, 46905237, 256487232, 23765698, 84712191",Xiniu,"1102469941, 80985743, 86719611, 80749349, 143214129",Bot Linda,"Bot Linda, Xiniu"
