,match_id,start_time,radiant_team_id,dire_team_id,radiant_team_accs,radiant_team_name,dire_team_accs,dire_team_name,series_name
0,8584675231,1764538186,9938277,9938381,"124373730, 78114459, 351461838, 133674320, 179070642",Major,"464676703, 150522382, 116643277, 183938343, 130098742",FTG,"FTG, Major"
1,8584659863,1764537267,9946756,6278453,"314028798, 149253098, 148339920, 150165364, 135124996",ypsilon,"208993316, 287978960, 120875601, 136156486, 105128443",Cardinalstar,"Cardinalstar, ypsilon"
2,8584601882,1764534096,9938267,9988338,"188263974, 395439489, 110961903, 204524065, 127524729",owl,"149739956, 179205309, 403659586, 67432327, 127733940",Beno,"Beno, owl"
3,8584599608,1764534013,9946756,6278453,"135124996, 314028798, 148339920, 150165364, 149253098",ypsilon,"208993316, 136156486, 287978960, 120875601, 105128443",Cardinalstar,"Cardinalstar, ypsilon"
4,8584599119,1764533999,9938277,9938381,"133674320, 179070642, 78114459, 351461838, 124373730",Major,"116643277, 150522382, 130098742, 183938343, 464676703",FTG,"FTG, Major"
5,8584574192,1764532795,9927727,9938276,"133394639, 433060499, 296283389, 94343419, 125847008",Melog,"348675639, 235385167, 252204635, 89873399, 127038234",Nanashi,"Melog, Nanashi"
6,8584514148,1764530130,9938381,9938277,"116643277, 130098742, 464676703, 150522382, 183938343",FTG,"133674320, 179070642, 78114459, 351461838, 124373730",Major,"FTG, Major"
7,8584511931,1764530105,9938267,9988338,"188263974, 204524065, 395439489, 127524729, 110961903",owl,"149739956, 403659586, 179205309, 67432327, 127733940",Beno,"Beno, owl"
8,8584510617,1764529943,9946756,6278453,"314028798, 135124996, 148339920, 150165364, 149253098",ypsilon,"208993316, 287978960, 136156486, 120875601, 105128443",Cardinalstar,"Cardinalstar, ypsilon"
9,8584503608,1764529691,9938276,9927727,"348675639, 235385167, 89873399, 252204635, 127038234",Nanashi,"133394639, 433060499, 296283389, 94343419, 125847008",Melog,"Melog, Nanashi"
